CETCode,College,Location,Branch,1G,1K,1R,2AG,2AK,2AR,2BG,2BK,2BR,3AG,3AK,3AR,3BG,3BK,3BR,GM,GMK,GMR,SCG,SCK,SCR,STG,STK,STR,,,,
E106,East West Institute of Technology,"Yelahanka, Bengaluru",ME,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,138381,--,--,--,--,--,--,--,--,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E107,B N M Institute of Technology,"Banashankari, Bengaluru",CS,13502,--,--,14474,--,28121,22473,--,24325,8994,--,--,14736,--,--,8653,22838,17598,57130,105557,--,65793,--,--,,,,
E107,B N M Institute of Technology,"Banashankari, Bengaluru",EC,18218,--,31008,21455,73969,29727,20244,--,--,15595,--,--,17807,--,22107,14406,21925,21705,93452,--,--,66553,--,--,,,,
E107,B N M Institute of Technology,"Banashankari, Bengaluru",EE,35623,--,--,59351,--,--,--,--,--,32804,--,--,36059,--,--,32230,32591,39167,111835,--,--,--,--,75469,,,,
E107,B N M Institute of Technology,"Banashankari, Bengaluru",IE,19239,--,--,18986,--,36757,24927,--,--,14014,--,--,12494,--,--,11136,--,19645,101076,--,--,--,--,--,,,,
E107,B N M Institute of Technology,"Banashankari, Bengaluru",ME,103863,--,--,76345,--,--,--,--,--,108776,--,--,--,--,--,66731,136022,--,96096,--,--,--,--,--,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E108,Saptagiri College of Engineering.,"Hesarghatta Main Rd, Bengaluru",BT,--,--,--,118060,--,--,105936,--,--,97907,--,--,102276,--,--,81783,--,118704,133220,--,--,123764,--,--,,,,
E108,Saptagiri College of Engineering.,"Hesarghatta Main Rd, Bengaluru",CE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,135941,--,--,--,--,--,--,--,--,,,,
E108,Saptagiri College of Engineering.,"Hesarghatta Main Rd, Bengaluru",CS,41675,--,71603,52707,87697,57670,66339,--,--,27262,--,--,27428,--,48896,22772,44714,37056,133362,--,--,44127,--,--,,,,
E108,Saptagiri College of Engineering.,"Hesarghatta Main Rd, Bengaluru",EC,55223,--,--,87819,--,92278,96860,--,128116,43536,--,--,50713,--,--,42719,--,80329,132622,--,--,--,--,--,,,,
E108,Saptagiri College of Engineering.,"Hesarghatta Main Rd, Bengaluru",EE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,135803,--,--,--,--,--,--,--,--,,,,
E108,Saptagiri College of Engineering.,"Hesarghatta Main Rd, Bengaluru",IE,64905,--,--,64789,--,--,39254,--,--,41757,--,62645,38100,--,--,33373,119532,50883,107619,--,--,90367,--,--,,,,
E108,Saptagiri College of Engineering.,"Hesarghatta Main Rd, Bengaluru",ME,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,140892,--,--,--,--,--,--,--,--,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E109,City Engineering College,"Doddakallasandra, Bengaluru",CE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,,,,
E109,City Engineering College,"Doddakallasandra, Bengaluru",CS,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,140697,--,--,--,--,--,--,--,--,,,,
E109,City Engineering College,"Doddakallasandra, Bengaluru",EC,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,134916,--,--,--,--,--,--,--,--,,,,
E109,City Engineering College,"Doddakallasandra, Bengaluru",ME,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E110,Yellamma Dasappa Institute of Technology,"Kanakapura Main Road, Bengaluru",CE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,,,,
E110,Yellamma Dasappa Institute of Technology,"Kanakapura Main Road, Bengaluru",CS,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,,,,
E110,Yellamma Dasappa Institute of Technology,"Kanakapura Main Road, Bengaluru",EC,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,,,,
E110,Yellamma Dasappa Institute of Technology,"Kanakapura Main Road, Bengaluru",IE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,,,,
E110,Yellamma Dasappa Institute of Technology,"Kanakapura Main Road, Bengaluru",ME,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E111,Sri Venkateshwara College of Engineering,"Bettahalsur(P), Bengaluru",CE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,138798,--,--,--,--,--,--,--,--,,,,
E111,Sri Venkateshwara College of Engineering,"Bettahalsur(P), Bengaluru",CS,72875,--,--,82065,--,--,57000,--,--,49826,--,--,57698,--,101891,39045,47312,54456,135534,--,--,102247,--,--,,,,
E111,Sri Venkateshwara College of Engineering,"Bettahalsur(P), Bengaluru",EC,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,140431,--,--,--,--,--,--,--,--,,,,
E111,Sri Venkateshwara College of Engineering,"Bettahalsur(P), Bengaluru",IE,76656,--,--,98848,--,--,63549,--,--,59938,--,--,81597,--,--,58783,--,64406,134905,--,--,84264,--,--,,,,
E111,Sri Venkateshwara College of Engineering,"Bettahalsur(P), Bengaluru",ME,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,134755,--,--,--,--,--,--,--,--,,,,
E111,Sri Venkateshwara College of Engineering,"Bettahalsur(P), Bengaluru",MT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,136273,--,--,--,--,--,--,--,--,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E112,Sri Krishna Institute of Technology,"Chikkabanavara, Bengaluru",CE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,,,,
E112,Sri Krishna Institute of Technology,"Chikkabanavara, Bengaluru",CS,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,139004,--,--,--,--,--,--,--,--,,,,
E112,Sri Krishna Institute of Technology,"Chikkabanavara, Bengaluru",EC,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,136143,--,--,--,--,--,--,--,--,,,,
E112,Sri Krishna Institute of Technology,"Chikkabanavara, Bengaluru",EE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,124380,--,--,--,--,--,--,--,--,,,,
E112,Sri Krishna Institute of Technology,"Chikkabanavara, Bengaluru",IE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,138383,--,--,--,--,--,--,--,--,,,,
E112,Sri Krishna Institute of Technology,"Chikkabanavara, Bengaluru",ME,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E113,Sambhram Institute of Technology,"Jalahalli East, Bengaluru",CE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,,,,
E113,Sambhram Institute of Technology,"Jalahalli East, Bengaluru",CS,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,140313,--,--,--,--,--,--,--,--,,,,
E113,Sambhram Institute of Technology,"Jalahalli East, Bengaluru",EC,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,138036,--,--,--,--,--,--,--,--,,,,
E113,Sambhram Institute of Technology,"Jalahalli East, Bengaluru",IE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,136514,--,--,--,--,--,--,--,--,,,,
E113,Sambhram Institute of Technology,"Jalahalli East, Bengaluru",ME,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E114,G M Institute of Technology,Davanagere,BT,91039,--,--,94930,--,--,78606,--,--,130526,--,--,--,--,--,70307,118684,124331,133000,--,--,--,--,--,,,,
E114,G M Institute of Technology,Davanagere,CE,--,--,--,130917,--,--,90575,--,--,68761,--,--,61819,--,--,61364,--,75853,95854,103878,--,--,--,--,,,,
E114,G M Institute of Technology,Davanagere,CS,40650,--,--,36352,--,86603,30012,--,--,40608,--,--,32394,--,--,27455,35002,37500,95976,--,--,--,--,--,,,,
E114,G M Institute of Technology,Davanagere,EC,42519,--,76014,58433,98982,71870,45244,--,--,41904,--,--,39250,--,70011,38823,46644,67837,120938,--,--,67944,--,--,,,,
E114,G M Institute of Technology,Davanagere,IE,49198,--,--,54830,--,--,54471,62911,--,60271,--,--,43525,--,--,42766,53695,60099,138468,--,--,80154,--,--,,,,
E114,G M Institute of Technology,Davanagere,ME,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,132682,--,--,--,--,--,--,--,--,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E115,S J B Institute of Technology,"Kengeri,Bengaluru",CE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,132699,--,--,--,--,--,--,--,--,,,,
E115,S J B Institute of Technology,"Kengeri,Bengaluru",CS,27371,--,27847,25903,58375,27764,39170,--,81688,17026,--,--,19575,--,30159,15554,23739,25687,94296,--,--,42642,--,--,,,,
E115,S J B Institute of Technology,"Kengeri,Bengaluru",EC,30611,--,39927,44234,--,--,66636,--,--,23273,--,--,25674,--,43244,22971,61047,36479,75617,--,139437,75282,--,--,,,,
E115,S J B Institute of Technology,"Kengeri,Bengaluru",EE,--,--,--,79599,--,--,58295,--,--,63269,--,--,61388,--,--,55538,123203,67961,104562,--,--,--,--,--,,,,
E115,S J B Institute of Technology,"Kengeri,Bengaluru",IE,20877,--,--,38953,--,41820,44643,107667,--,21959,--,--,25272,--,--,20483,57284,32901,131417,--,--,89203,--,94159,,,,
E115,S J B Institute of Technology,"Kengeri,Bengaluru",ME,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,131696,--,--,--,--,--,--,--,--,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E116,R.L.Jalappa Institute of Technology,"Doddaballapur, Bangaluru Rural",CS,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,136602,--,--,--,--,--,--,--,--,,,,
E116,R.L.Jalappa Institute of Technology,"Doddaballapur, Bangaluru Rural",EC,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,131820,--,--,--,--,--,--,--,--,,,,
E116,R.L.Jalappa Institute of Technology,"Doddaballapur, Bangaluru Rural",ME,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E117,Alpha College Engineering,"Kannuru,Bengaluru",CE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,,,,
E117,Alpha College Engineering,"Kannuru,Bengaluru",CS,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,133067,--,--,--,--,--,--,--,--,,,,
E117,Alpha College Engineering,"Kannuru,Bengaluru",EC,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,,,,
E117,Alpha College Engineering,"Kannuru,Bengaluru",ME,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E118,RNS Institute of Technology,"RR Nagar, Bengaluru",CE,91721,--,--,134240,--,--,--,--,--,82514,--,--,98209,--,--,80294,100129,90252,121808,--,--,140773,--,--,,,,
E118,RNS Institute of Technology,"RR Nagar, Bengaluru",CS,9776,--,--,11748,18611,29564,15998,--,--,10072,--,--,8512,--,12850,7281,11265,10890,49541,130409,74045,27841,--,--,,,,
E118,RNS Institute of Technology,"RR Nagar, Bengaluru",EC,21471,--,33768,23149,39476,52289,31452,--,--,16687,--,--,17431,--,31734,14008,29173,29074,99651,--,--,36177,--,--,,,,
E118,RNS Institute of Technology,"RR Nagar, Bengaluru",EE,55426,--,--,33842,--,--,33756,--,--,25808,--,107184,36882,--,--,25649,27265,38721,102591,--,--,--,--,--,,,,
E118,RNS Institute of Technology,"RR Nagar, Bengaluru",EI,--,--,--,114062,--,--,--,--,--,135459,--,--,90749,--,--,87104,--,--,131372,--,--,--,--,--,,,,
E118,RNS Institute of Technology,"RR Nagar, Bengaluru",IE,20765,--,--,17640,--,30236,37182,--,90084,13351,--,--,14613,--,22192,11317,21921,18145,129140,--,--,67553,--,--,,,,
E118,RNS Institute of Technology,"RR Nagar, Bengaluru",ME,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,140864,--,--,--,--,--,--,--,--,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E119,K C T Engineering College,"Roza,Gulbarga",CE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,137749,--,--,--,--,--,--,--,--,,,,
E119,K C T Engineering College,"Roza,Gulbarga",CS,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,140015,--,--,--,--,--,--,--,--,,,,
E119,K C T Engineering College,"Roza,Gulbarga",EC,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,137638,--,--,--,--,--,--,--,--,,,,
E119,K C T Engineering College,"Roza,Gulbarga",ME,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,134034,--,--,--,--,--,--,--,--,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E120,Jnanavikasa Institute of Technology,Ramanagar,CE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,,,,
E120,Jnanavikasa Institute of Technology,Ramanagar,CS,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,136462,--,--,--,--,--,--,--,--,,,,
E120,Jnanavikasa Institute of Technology,Ramanagar,EC,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,,,,
E120,Jnanavikasa Institute of Technology,Ramanagar,ME,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E121,Vivekananada College of Engineering Technology,Dakshina Kannada,CE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,128140,--,--,--,--,--,--,--,--,,,,
E121,Vivekananada College of Engineering Technology,Dakshina Kannada,CS,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,135771,--,--,--,--,--,--,--,--,,,,
E121,Vivekananada College of Engineering Technology,Dakshina Kannada,EC,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,138082,--,--,--,--,--,--,--,--,,,,
E121,Vivekananada College of Engineering Technology,Dakshina Kannada,ME,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,129775,--,--,--,--,--,--,--,--,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E123,Canara Engineering College,"Bantwal,Dakshina kannada",CS,59010,--,--,64507,--,86612,94001,--,--,43420,--,--,47172,--,--,38938,55500,53627,--,--,--,51237,--,--,,,,
E123,Canara Engineering College,"Bantwal,Dakshina kannada",EC,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,123499,--,--,--,--,--,--,--,--,,,,
E123,Canara Engineering College,"Bantwal,Dakshina kannada",IE,--,--,--,139958,--,--,--,--,--,101503,--,--,79043,--,--,78277,--,97165,--,--,--,--,--,--,,,,
E123,Canara Engineering College,"Bantwal,Dakshina kannada",ME,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,,,,
E123,Canara Engineering College,"Bantwal,Dakshina kannada",BM,109015,--,--,86229,--,--,108523,--,--,81213,--,--,116230,--,--,74001,114289,--,116426,--,--,--,--,--,,,,
E123,Canara Engineering College,"Bantwal,Dakshina kannada",CE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,132188,--,--,--,--,--,--,--,--,,,,
E123,Canara Engineering College,"Bantwal,Dakshina kannada",CS,--,--,--,135275,--,--,121978,--,--,122317,--,--,128501,--,--,120184,--,--,125245,--,--,--,--,--,,,,
E123,Canara Engineering College,"Bantwal,Dakshina kannada",EC,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,123887,--,--,--,--,--,--,--,--,,,,
E123,Canara Engineering College,"Bantwal,Dakshina kannada",EE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,134013,--,--,--,--,--,--,--,--,,,,
E123,Canara Engineering College,"Bantwal,Dakshina kannada",ME,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E124,Rajiv Gandhi Institute of Technology,"R.T Nagar Post, Bengaluru",BM,109015,--,--,86229,--,--,108523,--,--,81213,--,--,116230,--,--,74001,114289,--,116426,--,--,--,--,--,,,,
E124,Rajiv Gandhi Institute of Technology,"R.T Nagar Post, Bengaluru",CE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,132188,--,--,--,--,--,--,--,--,,,,
E124,Rajiv Gandhi Institute of Technology,"R.T Nagar Post, Bengaluru",CS,--,--,--,135275,--,--,121978,--,--,122317,--,--,128501,--,--,120184,--,--,125245,--,--,--,--,--,,,,
E124,Rajiv Gandhi Institute of Technology,"R.T Nagar Post, Bengaluru",EC,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,123887,--,--,--,--,--,--,--,--,,,,
E124,Rajiv Gandhi Institute of Technology,"R.T Nagar Post, Bengaluru",EE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,134013,--,--,--,--,--,--,--,--,,,,
,,,ME,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E126,B M S Institute of Technology and Management,"Yelahanka,Bengaluru",AI,--,--,--,11460,--,24099,12062,--,--,9433,--,--,12383,--,--,7675,13783,15531,46761,--,63130,48276,--,--,,,,
E126,B M S Institute of Technology and Management,"Yelahanka,Bengaluru",CE,34346,--,--,70328,--,--,126554,--,--,53655,--,--,36034,--,--,33361,--,56731,61194,--,--,--,--,95760,,,,
E126,B M S Institute of Technology and Management,"Yelahanka,Bengaluru",CS,11885,--,24829,12208,13702,14754,16075,--,22251,7148,--,--,11586,--,14982,6867,13189,12770,33631,69554,42827,26147,--,--,,,,
E126,B M S Institute of Technology and Management,"Yelahanka,Bengaluru",EC,14792,--,--,22014,24016,30211,17990,--,27585,14160,--,19653,15766,--,--,13027,15930,19487,43105,81103,128424,43629,--,73729,,,,
E126,B M S Institute of Technology and Management,"Yelahanka,Bengaluru",EE,27613,--,--,31211,--,46958,30553,--,--,23756,--,--,26614,--,--,21883,40185,31479,50283,--,73997,--,--,--,,,,
E126,B M S Institute of Technology and Management,"Yelahanka,Bengaluru",IE,19568,37869,58120,25217,--,50582,13268,--,--,15433,--,--,15074,22196,20905,11558,17081,20399,53689,--,90135,41477,--,--,,,,
E126,B M S Institute of Technology and Management,"Yelahanka,Bengaluru",ME,41139,--,--,67024,--,--,42215,--,--,32168,--,--,41143,--,--,25868,47750,44399,61651,--,85236,--,--,--,,,,
E126,B M S Institute of Technology and Management,"Yelahanka,Bengaluru",TC,58093,--,--,41179,--,--,--,--,--,42728,--,49708,33114,--,--,32619,--,43657,76792,--,--,96150,--,--,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E127,M S Engineering College,"Off Bengaluru International Airport, Bengaluru",CE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,,,,
E127,M S Engineering College,"Off Bengaluru International Airport, Bengaluru",CS,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,131770,--,--,--,--,--,--,--,--,,,,
E127,M S Engineering College,"Off Bengaluru International Airport, Bengaluru",EC,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,115131,--,--,--,--,--,--,--,--,,,,
E127,M S Engineering College,"Off Bengaluru International Airport, Bengaluru",EE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,,,,
E127,M S Engineering College,"Off Bengaluru International Airport, Bengaluru",ME,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,79131,--,--,--,--,--,--,--,--,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E128,Sharnbasva University(Formerly Appa Inst. of Tech.),"Brahmpur, Gulbarga",CE,116383,--,--,139209,--,--,87201,--,--,--,--,--,108719,136913,--,77372,--,108832,137193,--,--,--,--,--,,,,
E128,Sharnbasva University(Formerly Appa Inst. of Tech.),"Brahmpur, Gulbarga",CS,126799,--,--,105113,--,--,56289,--,--,110089,--,--,--,--,--,42409,66834,86201,97208,--,--,--,--,--,,,,
E128,Sharnbasva University(Formerly Appa Inst. of Tech.),"Brahmpur, Gulbarga",EC,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,139235,--,--,--,--,--,--,--,--,,,,
E128,Sharnbasva University(Formerly Appa Inst. of Tech.),"Brahmpur, Gulbarga",EE,--,--,--,99447,--,--,--,--,--,--,--,--,--,--,--,58587,--,--,74536,--,--,87502,--,--,,,,
E128,Sharnbasva University(Formerly Appa Inst. of Tech.),"Brahmpur, Gulbarga",ME,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,134877,--,--,--,--,--,--,--,--,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E129,St. Joseph Engineering College,"Mangalore, Dakshina Kannada",CE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,135826,--,--,--,--,--,--,--,--,,,,
E129,St. Joseph Engineering College,"Mangalore, Dakshina Kannada",CS,39944,--,--,29314,111289,51666,19517,--,--,32538,--,--,23571,--,28511,18207,20336,24900,112721,--,--,58725,--,--,,,,
E129,St. Joseph Engineering College,"Mangalore, Dakshina Kannada",EC,60035,--,--,61693,--,105545,39825,--,--,71473,--,--,50589,--,--,37254,--,54189,--,--,--,--,--,--,,,,
E129,St. Joseph Engineering College,"Mangalore, Dakshina Kannada",EE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,110853,--,--,--,--,--,--,--,--,,,,
E129,St. Joseph Engineering College,"Mangalore, Dakshina Kannada",ME,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,140178,--,--,--,--,--,--,--,--,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E130,Shridevi Institute of Engineering and Technology,Tumkur,CE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,124083,--,--,--,--,--,--,--,--,,,,
E130,Shridevi Institute of Engineering and Technology,Tumkur,CS,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,139313,--,--,--,--,--,--,--,--,,,,
E130,Shridevi Institute of Engineering and Technology,Tumkur,EC,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,139059,--,--,--,--,--,--,--,--,,,,
E130,Shridevi Institute of Engineering and Technology,Tumkur,EE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,,,,
E130,Shridevi Institute of Engineering and Technology,Tumkur,IE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,134077,--,--,--,--,--,--,--,--,,,,
E130,Shridevi Institute of Engineering and Technology,Tumkur,ME,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E132,Secab Institute of Engineering and Technology,Bijapur,CE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,140149,--,--,--,--,--,--,--,--,,,,
E132,Secab Institute of Engineering and Technology,Bijapur,CS,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,140131,--,--,--,--,--,--,--,--,,,,
E132,Secab Institute of Engineering and Technology,Bijapur,EC,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,130046,--,--,--,--,--,--,--,--,,,,
E132,Secab Institute of Engineering and Technology,Bijapur,EE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,120735,--,--,--,--,--,--,--,--,,,,
E132,Secab Institute of Engineering and Technology,Bijapur,ME,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,140353,--,--,--,--,--,--,--,--,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E133,G S S S Institute of Engineering and Technology for Women,Mysore,CS,24968,--,--,45510,--,62731,32036,--,--,29040,--,--,30544,--,--,24860,28816,31872,78468,122773,99638,58159,--,--,,,,
E133,G S S S Institute of Engineering and Technology for Women,Mysore,EC,135092,--,--,135370,--,--,109277,--,--,101104,--,--,129488,--,--,85852,--,126813,135796,--,--,89877,--,--,,,,
E133,G S S S Institute of Engineering and Technology for Women,Mysore,EE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,138200,--,--,--,--,--,--,--,--,,,,
E133,G S S S Institute of Engineering and Technology for Women,Mysore,EI,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,123468,--,--,--,--,--,--,--,--,,,,
E133,G S S S Institute of Engineering and Technology for Women,Mysore,IE,--,--,--,80471,--,--,56322,--,--,56371,81355,--,--,--,--,42253,--,69793,82920,--,--,--,--,--,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E134,Smt. Kamala and Sri Venkappa M.Agadi College of Engg. and Tech.,"Laxmeshwara, Gadag ",CE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,125711,--,--,--,--,--,--,--,--,,,,
E134,Smt. Kamala and Sri Venkappa M.Agadi College of Engg. and Tech.,"Laxmeshwara, Gadag ",CS,--,--,--,109588,--,--,80039,--,--,--,--,--,48539,--,--,45242,--,63329,130539,--,--,80132,--,--,,,,
E134,Smt. Kamala and Sri Venkappa M.Agadi College of Engg. and Tech.,"Laxmeshwara, Gadag ",EC,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,136794,--,--,--,--,--,--,--,--,,,,
E134,Smt. Kamala and Sri Venkappa M.Agadi College of Engg. and Tech.,"Laxmeshwara, Gadag ",EE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,135740,--,--,--,--,--,--,--,--,,,,
E134,Smt. Kamala and Sri Venkappa M.Agadi College of Engg. and Tech.,"Laxmeshwara, Gadag ",IE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,118621,--,--,--,--,--,--,--,--,,,,
E134,Smt. Kamala and Sri Venkappa M.Agadi College of Engg. and Tech.,"Laxmeshwara, Gadag ",ME,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,134174,--,--,--,--,--,--,--,--,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E135,K L S Viswanathrao Deshpande Institute of Technology,"Haliyal, Uttara Kannada",CE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,140620,--,--,--,--,--,--,--,--,,,,
E135,K L S Viswanathrao Deshpande Institute of Technology,"Haliyal, Uttara Kannada",CS,--,--,--,136119,--,--,67395,--,--,--,--,--,81653,--,--,66567,--,72832,124859,--,--,--,--,--,,,,
E135,K L S Viswanathrao Deshpande Institute of Technology,"Haliyal, Uttara Kannada",EC,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,136601,--,--,--,--,--,--,--,--,,,,
E135,K L S Viswanathrao Deshpande Institute of Technology,"Haliyal, Uttara Kannada",EE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,138676,--,--,--,--,--,--,--,--,,,,
E135,K L S Viswanathrao Deshpande Institute of Technology,"Haliyal, Uttara Kannada",ME,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,139355,--,--,--,--,--,--,--,--,,,,
