CETCode,College,Location,Branch,1G,1K,1R,2AG,2AK,2AR,2BG,2BK,2BR,3AG,3AK,3AR,3BG,3BK,3BR,GM,GMK,GMR,SCG,SCK,SCR,STG,STK,STR,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E136,Moodalakatte Institute of Technology,Udupi,CE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,,,,
E136,Moodalakatte Institute of Technology,Udupi,CS,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,123804,--,--,--,--,--,--,--,--,,,,
E136,Moodalakatte Institute of Technology,Udupi,EC,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,27833,--,--,--,--,--,--,--,--,,,,
E136,Moodalakatte Institute of Technology,Udupi,EE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,,,,
E136,Moodalakatte Institute of Technology,Udupi,ME,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E139,Impact College of Engineering and Applied Sciences,"Sahakara Nagar, Bengaluru",CE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,,,,
E139,Impact College of Engineering and Applied Sciences,"Sahakara Nagar, Bengaluru",CS,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,117805,--,--,--,--,--,--,--,--,,,,
E139,Impact College of Engineering and Applied Sciences,"Sahakara Nagar, Bengaluru",EC,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,,,,
E139,Impact College of Engineering and Applied Sciences,"Sahakara Nagar, Bengaluru",EE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,,,,
E139,Impact College of Engineering and Applied Sciences,"Sahakara Nagar, Bengaluru",ME,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E141,P E S University,"Electronic city,Bengaluru",CS,13206,43885,49053,13032,28950,35801,21068,--,31533,8195,--,12566,7953,34982,14043,4557,19657,8354,33584,55686,107574,27044,--,28799,,,,
E141,P E S University,"Electronic city,Bengaluru",EC,24430,--,--,14337,19062,34818,14842,--,--,11331,--,--,11156,--,19271,6750,18382,14415,67889,--,112568,36328,--,--,,,,
E141,P E S University,"Electronic city,Bengaluru",ME,42162,--,--,32731,--,--,55133,--,--,27596,--,--,36258,--,--,17181,68150,29319,51206,--,--,--,--,--,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E142,Adichunchanagiri University(Formerly BGSIT),"Nagamangala ,Mandya ",CE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,134001,--,--,--,--,--,--,--,--,,,,
E142,Adichunchanagiri University(Formerly BGSIT),"Nagamangala ,Mandya ",CS,79940,--,--,109658,--,--,63257,--,--,50964,--,--,56190,--,--,49774,95259,55564,139884,--,--,90683,--,--,,,,
E142,Adichunchanagiri University(Formerly BGSIT),"Nagamangala ,Mandya ",EC,88691,--,--,132372,--,--,126423,--,--,83677,--,--,--,--,--,77239,--,116361,127978,--,--,--,--,--,,,,
E142,Adichunchanagiri University(Formerly BGSIT),"Nagamangala ,Mandya ",IE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,133790,--,--,--,--,--,--,--,--,,,,
E142,Adichunchanagiri University(Formerly BGSIT),"Nagamangala ,Mandya ",ME,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,134420,--,--,--,--,--,--,--,--,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E144,Srinivas Institute of Technology,"Mangalore, Dakshina Kannada",AE,82936,--,--,76113,--,89894,87039,--,--,85524,--,--,66274,--,--,64869,74276,82279 1,33897,--,--,--,--,--,,,,
E144,Srinivas Institute of Technology,"Mangalore, Dakshina Kannada",AU,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,104399,--,--,--,--,--,--,--,--,,,,
E144,Srinivas Institute of Technology,"Mangalore, Dakshina Kannada",CS,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,139757,--,--,--,--,--,--,--,--,,,,
E144,Srinivas Institute of Technology,"Mangalore, Dakshina Kannada",EC,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,122693,--,--,--,--,--,--,--,--,,,,
E144,Srinivas Institute of Technology,"Mangalore, Dakshina Kannada",EE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,123833,--,--,--,--,--,--,--,--,,,,
E144,Srinivas Institute of Technology,"Mangalore, Dakshina Kannada",IE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,132212,--,--,--,--,--,--,--,--,,,,
E144,Srinivas Institute of Technology,"Mangalore, Dakshina Kannada",ME,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,,,,
E144,Srinivas Institute of Technology,"Mangalore, Dakshina Kannada",MR,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,127432,--,--,--,--,--,--,--,--,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E145,Rajarajeswari College of Engineering,"Kumbalagodu, Bengaluru",CE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,140559,--,--,--,--,--,--,--,--,,,,
E145,Rajarajeswari College of Engineering,"Kumbalagodu, Bengaluru",CS,68990,--,--,83623,--,--,86019,--,--,52918,--,--,53714,--,123040,48887,118105,61802,140135,--,--,91505,--,--,,,,
E145,Rajarajeswari College of Engineering,"Kumbalagodu, Bengaluru",EC,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,138413,--,-- --,--,--,--,--,--,--,,,,
E145,Rajarajeswari College of Engineering,"Kumbalagodu, Bengaluru",EE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,136730,--,-- --,--,--,--,--,--,--,,,,
E145,Rajarajeswari College of Engineering,"Kumbalagodu, Bengaluru",IE,79853,--,--,110277,--,--,99516,--,--,78333,--,--,78405,--,--,73442,--,119346,130283,--,--,--,--,--,,,,
E145,Rajarajeswari College of Engineering,"Kumbalagodu, Bengaluru",ME,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E146,Shreedevi Institute of Technology,"Kenjar, Mangalore, Dakshina Kannada",AE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,133498,--,--,--,--,--,--,--,--,,,,
E146,Shreedevi Institute of Technology,"Kenjar, Mangalore, Dakshina Kannada",CE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,119673,--,--,--,--,--,--,--,--,,,,
E146,Shreedevi Institute of Technology,"Kenjar, Mangalore, Dakshina Kannada",CS,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,126477,--,--,--,--,--,--,--,--,,,,
E146,Shreedevi Institute of Technology,"Kenjar, Mangalore, Dakshina Kannada",EC,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,57834,--,--,--,--,--,--,--,--,,,,
E146,Shreedevi Institute of Technology,"Kenjar, Mangalore, Dakshina Kannada",IE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,135705,--,--,--,--,--,--,--,--,,,,
E146,Shreedevi Institute of Technology,"Kenjar, Mangalore, Dakshina Kannada",ME,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E147,T.John Engineering College,"Bannerghatta Main Rd, Bengaluru",CE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,,,,
E147,T.John Engineering College,"Bannerghatta Main Rd, Bengaluru",CS,--,--,--,138451,--,--,122152,--,--,139018,--,--,113605,--,--,111433,--,--,134750,--,--,--,--,--,,,,
E147,T.John Engineering College,"Bannerghatta Main Rd, Bengaluru",EC,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,134443,--,--,--,--,--,--,--,--,,,,
E147,T.John Engineering College,"Bannerghatta Main Rd, Bengaluru",IE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,139147,--,--,--,--,--,--,--,--,,,,
E147,T.John Engineering College,"Bannerghatta Main Rd, Bengaluru",ME,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,117597,--,--,--,--,--,--,--,--,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E149,Cambridge Institutute of Technology,"Chikkabasavanapura, Bengaluru",CE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,127728,--,--,--,--,--,--,--,--,,,,
E149,Cambridge Institutute of Technology,"Chikkabasavanapura, Bengaluru",CS,40585,--,76098,43789,49810,74769,40577,--,--,34125,--,--,37826,--,68994,30146,38975,43776,110851,137622,--,100149,--,--,,,,
E149,Cambridge Institutute of Technology,"Chikkabasavanapura, Bengaluru",EC,80073,--,--,125874,--,--,62546,--,--,82578,--,113577,65162,--,--,53220,--,98501,133597,--,--,126932,--,--,,,,
E149,Cambridge Institutute of Technology,"Chikkabasavanapura, Bengaluru",EE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,139049,--,--,--,--,--,--,--,--,,,,
E149,Cambridge Institutute of Technology,"Chikkabasavanapura, Bengaluru",IE,69870,--,--,65517,--,83713,62374,--,--,44747,--,--,53667,--,--,43729,52076,61683,132051,--,--,136323,--,--,,,,
E149,Cambridge Institutute of Technology,"Chikkabasavanapura, Bengaluru",ME,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,138282,--,--,--,--,--,--,--,--,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E150,P E S Institute of Technology and Management,Shimoga,CE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,136861,--,--,--,--,--,--,--,--,,,,
E150,P E S Institute of Technology and Management,Shimoga,CS,45336,--,--,49193,--,--,39101,--,--,57614,--,78066,37058,--,--,33940,77636,66449,110306,--,123717,85540,--,--,,,,
E150,P E S Institute of Technology and Management,Shimoga,EC,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,139901,--,--,--,--,--,--,--,--,,,,
E150,P E S Institute of Technology and Management,Shimoga,EE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,136872,--,--,--,--,--,--,--,--,,,,
E150,P E S Institute of Technology and Management,Shimoga,IE,53098,--,--,94450,--,--,59718,--,--,118903,--,--,54227,--,--,51833,79849,66059,138240,--,--,--,--,--,,,,
E150,P E S Institute of Technology and Management,Shimoga,ME,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,138886,--,--,--,--,--,--,--,--,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E151,"Mangalore, Dakshina Kannada Institute of Technology and Engineering","Mangalore, Dakshina Kannada",AE,--,--,--,71354,--,86344,59361,--,--,75521,--,--,49179,--,--,42568,53090,67487,92653,--,129346,--,--,--,,,,
E151,Mangalore Institute of Technology and Engineering,"Mangalore,Dakshina Kannada",CE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,136394,--,--,--,--,--,--,--,--,,,,
E151,Mangalore Institute of Technology and Engineering,"Mangalore,Dakshina Kannada",CS,33340,--,--,52152,60682,136733,43970,--,--,59286,--,--,35574,--,38270,27501,29277,33454,118610,--,--,116366,--,--,,,,
E151,Mangalore Institute of Technology and Engineering,"Mangalore,Dakshina Kannada",EC,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,115164,--,--,--,--,--,--,--,--,,,,
E151,Mangalore Institute of Technology and Engineering,"Mangalore,Dakshina Kannada",IE,69106,--,--,60875,--,--,56575,--,--,76002,--,--,43530,--,--,38329,75989,43804,--,--,--,--,--,--,,,,
E151,Mangalore Institute of Technology and Engineering,"Mangalore,Dakshina Kannada",ME,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,130577,--,--,--,--,--,--,--,--,,,,
E151,Mangalore Institute of Technology and Engineering,"Mangalore,Dakshina Kannada",MT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,111884,--,--,--,--,--,--,--,--,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E152,S D M Institute of Tech,"Ujire,Dakshina Kannada",CE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,140760,--,--,--,--,--,--,--,--,,,,
E152,S D M Institute of Tech,"Ujire,Dakshina Kannada",CS,--,--,--,132405,--,--,109621,--,--,91332,--,--,127768,--,--,87622,127808,107840,121000,--,--,135139,--,--,,,,
E152,S D M Institute of Tech,"Ujire,Dakshina Kannada",EC,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,132491,--,--,--,--,--,--,--,--,,,,
E152,S D M Institute of Tech,"Ujire,Dakshina Kannada",EE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,137438,--,--,--,--,--,--,--,--,,,,
E152,S D M Institute of Tech,"Ujire,Dakshina Kannada",IE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,133648,--,--,--,--,--,--,--,--,,,,
E152,S D M Institute of Tech,"Ujire,Dakshina Kannada",ME,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,130852,--,--,--,--,--,--,--,--,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E153,S E A College of Engineering and Technology,"K R puram,Bengaluru",CE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,,,,
E153,S E A College of Engineering and Technology,"K R puram,Bengaluru",CS,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,139748,--,--,--,--,--,--,--,--,,,,
E153,S E A College of Engineering and Technology,"K R puram,Bengaluru",EC,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,131005,--,--,--,--,--,--,--,--,,,,
E153,S E A College of Engineering and Technology,"K R puram,Bengaluru",IE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,136884,--,--,--,--,--,--,--,--,,,,
E153,S E A College of Engineering and Technology,"K R puram,Bengaluru",ME,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E154,Government Engineering College,Chamarajanagara,CE,93440,--,111025,100100,--,113899,85090,--,--,103136,--,--,100389,--,103403,80959,98196,84396,105190,134911,110065,85059,--,--,,,,
E154,Government Engineering College,Chamarajanagara,CS,86072,--,--,89870,--,124413,140097,--,--,86760,--,--,71371,--,80691,54749,59500,72774,105912, --,110968,100498,--,--,,,,
E154,Government Engineering College,Chamarajanagara,EC,92343,--,--,135496,--,--,140430,--,--,93172,--,113891,108016,--,--,83008,83181,99657,128707,137886, --,124194,--,--,,,,
E154,Government Engineering College,Chamarajanagara,ME,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,139127,--,--,--,--,--,--,--,--,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E155,Government Engineering College,Hassan,CE,70074,--,138657,60425,65907,60930,89170,--,--,38445,--,--,49510,--,57162,38347,52065,50899,77907,--,90669,77259,--,--,,,,
E155,Government Engineering College,Hassan,CS,39541,--,--,41468,--,43987,48340,--,83080,26938,--,--,35751,37084,39315,26873,31261,35972,93375,--,121792,36061,--,--,,,,
E155,Government Engineering College,Hassan,EC,48239,54507,--,34071,--,42597,57952,--,--,28645,--,38616,31524,--,--,26017,28828,30126,58126,--,79748,55814,--,97536,,,,
E155,Government Engineering College,Hassan,ME,120220,--,--,122054,--,--,64643,--,--,57608,--,--,76510,--,--,54825,55696,68948,137957,--,--,86283,--,--,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E156,Government Engineering College,"K R Pet, Mandya",CE,93996,--,--,131995,--,--,117713,--,--,87490,--,102649,98059,--,--,84674,88854,99625,100427,--,132709,89167,--,--,,,,
E156,Government Engineering College,"K R Pet, Mandya",CS,73718,--,109515,91460,--,115535,118683,--,--,45650,--,--,51154,126056,77568,40810,43463,54616,76048,--,79924,106909,--,--,,,,
E156,Government Engineering College,"K R Pet, Mandya",EC,70632,109622,--,112843,--,--,134919,--,--,58143,--,--,61398,--,--,53505,55683,67262,118543,--,--,84004,--,105141,,,,
E156,Government Engineering College,"K R Pet, Mandya",ME,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,140908,--,-- --,,--,--,--,--,--,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E157,Government Engineering College,Ramanagara,CE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,138727,--,--,--,--,--,--,--,--,,,,
E157,Government Engineering College,Ramanagara,CS,118820,--,--,115767,--,125126,111108,--,134818,69475,--,--,81806,137225,96839,61581,105882,79132,140849,--,--,124124,--,--,,,,
E157,Government Engineering College,Ramanagara,EC,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,137770,--,--,--,--,--,--,--,--,,,,
E157,Government Engineering College,Ramanagara,ME,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,132893,--,--,--,--,--,--,--,--,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E158,Maharaja Institute of Technology-Mysore,"Belawadi, Mandya",CE,--,--,--,--,--,--,137304,--,--,129273,--,--,121408,--,--,121037,--,--,139330,--,--,134277,--,--,,,,
E158,Maharaja Institute of Technology-Mysore,"Belawadi, Mandya",CS,106305,--,--,66301,--,--,45586,--,--,46242,--,--,52798,--,134641,43554,61122,77742,137415,--,--,68339,--,--,,,,
E158,Maharaja Institute of Technology-Mysore,"Belawadi, Mandya",EC,78648,--,--,119465,--,--,130074,--,--,85001,--,--,94828,--,--,73519,119602,128177,118000,--,--,134778,--,--,,,,
E158,Maharaja Institute of Technology-Mysore,"Belawadi, Mandya",IE,102093,--,--,140035,--,--,120558,--,--,105650,--,--,110906,--,-- 96279,,--,128004,138838,--,--,138399,--,--,,,,
E158,Maharaja Institute of Technology-Mysore,"Belawadi, Mandya",ME,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,139839,--,--,--,--,--,--,--,--,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E159,Karavali Institute of Technology,"Mangalore, Dakshina Kannada",AE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,138806,--,--,--,--,--,--,--,--,,,,
E159,Karavali Institute of Technology,"Mangalore, Dakshina Kannada",CE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,,,,
E159,Karavali Institute of Technology,"Mangalore, Dakshina Kannada",CS,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,138928,--,--,--,--,--,--,--,--,,,,
E159,Karavali Institute of Technology,"Mangalore, Dakshina Kannada",EC,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,139904,--,--,--,--,--,--,--,--,,,,
E159,Karavali Institute of Technology,"Mangalore, Dakshina Kannada",EE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,,,,
E159,Karavali Institute of Technology,"Mangalore, Dakshina Kannada",ME,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E160,Sahyadri College of Engg. and Management,"Mangalore, Dakshina Kannada",CE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,140617,--,--,--,--,--,--,--,--,,,,
E160,Sahyadri College of Engg. and Management,"Mangalore, Dakshina Kannada",CS,27330,--,34711,25275,38512,42026,18834,--,31488,33826,--,--,22355,--,23424,16650,19084,21553,133457,--,--,69505,--,--,,,,
E160,Sahyadri College of Engg. and Management,"Mangalore, Dakshina Kannada",EC,46326,--,--,40086,--,50261,39331,--,62285,39252,--,68692,36268,--,--,28874,64012,37859,134296,--,--,39448,--,--,,,,
E160,Sahyadri College of Engg. and Management,"Mangalore, Dakshina Kannada",IE,37232,--,--,29453,--,44488,25849,--,--,32086,--,--,32606,--,--,22841,32599,31963,--,--,--,121204,--,--,,,,
E160,Sahyadri College of Engg. and Management,"Mangalore, Dakshina Kannada",ME,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,140749,--,--,--,--,--,--,--,--,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E161,Government Engineering College,Kodagu,CE,--,--,--,--,--,--,--,--,--,--,--,--,--, --, --,136604,--,--,--,--,--,--,--,--,,,,
E161,Government Engineering College,Kodagu,CS,--,--,--,130326,--,--,--,--,--,83055,--,--,98607,120119,114467,80102,86577,108989,132035,--,--,107207,--,--,,,,
E161,Government Engineering College,Kodagu,EC,--,--,--,--,--,--,--,--,--,--,--,--,--,--, --,138364,--,--,--,--,--,--,--,--,,,,
E161,Government Engineering College,Kodagu,ME,--,--,--,--,--,--,--,--,--,--,--,--,--, --,--,137600,--,--,--,--,--,--,--,--,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E162,Government Engineering College,Raichur,CE,--,--,--,--,--,--,--,--,--,--,--,--,118571,--,--,113998,134373,122192,--,--,--,--,--,--,,,,
E162,Government Engineering College,Raichur,CS,--,--,--,121937,124979,--,--,--,--,105136,--,--,84450,--,--,59497,--,85585,136917,--,137512,--,--,--,,,,
E162,Government Engineering College,Raichur,EC,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,139892,--,--,--,--,--,--,--,--,,,,
E162,Government Engineering College,Raichur,ME,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,139695,--,--,--,--,--,--,--,--,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E163,Government Engineering College,"Devagiri,Haveri",CE,136626,--,--,131966,133628,--,82624,--,--,--,--,--,84317,--,97987,76806,80052,92658,100358,--,137924,98669,--,--,,,,
E163,Government Engineering College,"Devagiri,Haveri",CS,114862,--,--,88888,--,107689,89053,--,102431,114420,--,--,78152,92305,92366,61707,72597,85661,124104,--,--,69093,--,--,,,,
E163,Government Engineering College,"Devagiri,Haveri",EC,13736,137976,--,125056,135099, --,140869,--,--,--,--,--,98538,--,--,74424,75130,97685,118280,--,--,77729,--,125784,,,,
E163,Government Engineering College,"Devagiri,Haveri",ME,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,140021,--,--,--,--,--,--,--,--,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E164,Government Engineering College,Bellary,CE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,131344,--,--,--,--,--,--,--,--,,,,
E164,Government Engineering College,Bellary,CS,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,139928,--,--,--,--,--,--,--,--,,,,
E164,Government Engineering College,Bellary,EC,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,140461,--,--,--,--,--,--,--,--,,,,
E164,Government Engineering College,Bellary,ME,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,139961,--,--,--,--,--,--,--,--,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E165,Yenepoya Institute of Technology,"Thodar, Moodbidri, Dakshina Kannada",CS,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,123098,--,--,--,--,--,--,--,--,,,,
E165,Yenepoya Institute of Technology,"Thodar, Moodbidri, Dakshina Kannada",EC,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,136421,--,--,--,--,--,--,--,--,,,,
E165,Yenepoya Institute of Technology,"Thodar, Moodbidri, Dakshina Kannada",EE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,121282,--,--,--,--,--,--,--,--,,,,
E165,Yenepoya Institute of Technology,"Thodar, Moodbidri, Dakshina Kannada",IE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,131362,--,--,--,--,--,--,--,--,,,,
E165,Yenepoya Institute of Technology,"Thodar, Moodbidri, Dakshina Kannada",ME,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,103289,--,--,--,--,--,--,--,--,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E166,K L E Institute of Technology,Hubli,CE,92410,--,--,81678,--,--,73953,--,--,79501,--,--,66741,--,--,66203,73404,108422,111975,--,120632,--,--,--,,,,
E166,K L E Institute of Technology,Hubli,CS,28463,--,46400,27893,30439,48572,29803,--,--,38300,--,--,25125,--,46829,24092,27723,44056,66461,--,129634,81098,--,--,,,,
E166,K L E Institute of Technology,Hubli,EC,36947,--,--,39019,40949,44640,38262,--,94489,53436,--,--,38868,--,--,36467,36906,42737,85083,--,--,76424,--,--,,,,
E166,K L E Institute of Technology,Hubli,EE,112914,--,--,79916,--,--,91366,--,--,62288,--,88571,57370,--,--,53140,59304,60287,73354,--,--,88816,--,--,,,,
E166,K L E Institute of Technology,Hubli,ME,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,140658,--,--,--,--,--,--,--,--,,,,
