CETCode,College,Location,Branch,1G,1K,1R,2AG,2AK,2AR,2BG,2BK,2BR,3AG,3AK,3AR,3BG,3BK,3BR,GM,GMK,GMR,SCG,SCK,SCR,STG,STK,STR
E017,Sri Siddartha Institute of Technology,"Tumkur-Kunigal Rd, Saraswathipuram, Tumkur",MD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143208,0,0,0,0,0,0,0,0
E017,Sri Siddartha Institute of Technology,"Tumkur-Kunigal Rd, Saraswathipuram, Tumkur",ME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87731,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
E018,Kalpatharu Institute of Technology,"Vidya Nagar, Tiptur, Tumkur",CE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147742,0,0,0,0,0,0,0,0
E018,Kalpatharu Institute of Technology,"Vidya Nagar, Tiptur, Tumkur",CS,0,0,0,0,0,0,0,0,0,133450,0,0,141201,0,0,111141,0,134766,129008,0,0,0,0,0
E018,Kalpatharu Institute of Technology,"Vidya Nagar, Tiptur, Tumkur",EC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117623,0,0,0,0,0,0,0,0
E018,Kalpatharu Institute of Technology,"Vidya Nagar, Tiptur, Tumkur",IE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152762,0,0,0,0,0,0,0,0
E018,Kalpatharu Institute of Technology,"Vidya Nagar, Tiptur, Tumkur",ME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117986,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
E021,JSS Science and Technology University(Formerly SJCE) (Aided),"University Of Mysore Campus, Mysore",CE,25364,0,0,44314,0,56299,48294,0,0,24911,0,37249,26577,0,0,24109,39555,34267,35003,0,59599,35153,0,0
E021,JSS Science and Technology University(Formerly SJCE) (Aided),"University Of Mysore Campus, Mysore",CS,6260,0,10358,4242,0,6648,4792,0,0,3129,0,5416,2022,8431,0,1570,7775,4060,11337,0,13883,4779,0,0
E021,JSS Science and Technology University(Formerly SJCE) (Aided),"University Of Mysore Campus, Mysore",EC,9924,0,18444,6126,0,7918,7052,0,60734,5300,0,0,4362,14346,0,3581,10282,5934,19251,0,22993,12185,0,0
E021,JSS Science and Technology University(Formerly SJCE) (Aided),"University Of Mysore Campus, Mysore",EE,22824,0,0,19641,36389,27002,18787,0,42227,13699,0,17917,15796,0,0,11461,23002,13540,30376,0,24702,23198,0,0
E021,JSS Science and Technology University(Formerly SJCE) (Aided),"University Of Mysore Campus, Mysore",EI,28213,0,74105,28582,0,77461,42266,0,0,21785,0,0,27763,0,38768,17359,39157,32032,98079,147189,0,39175,0,0
E021,JSS Science and Technology University(Formerly SJCE) (Aided),"University Of Mysore Campus, Mysore",EN,108252,0,0,147558,0,0,68057,0,0,65462,0,128082,63484,0,104204,53251,111817,100772,136880,0,0,116963,0,0
E021,JSS Science and Technology University(Formerly SJCE) (Aided),"University Of Mysore Campus, Mysore",IP,111207,0,0,140568,0,0,85853,0,0,59695,0,0,59025,0,0,49085,103926,150034,149908,0,0,131986,0,0
E021,JSS Science and Technology University(Formerly SJCE) (Aided),"University Of Mysore Campus, Mysore",ME,50063,0,89097,40729,90840,43466,31010,0,0,29089,0,0,32697,0,41379,28713,52612,36970,82830,0,128830,48978,0,0
E021,JSS Science and Technology University(Formerly SJCE) (Aided),"University Of Mysore Campus, Mysore",PT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142861,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
E022,The National Institute of Engineering (Aided),"Mananthavadi Rd,Mysore",CE,44854,0,55357,50121,57967,70630,64215,0,112088,38218,0,38849,42077,0,56597,33888,44862,36536,55401,55579,61279,46322,0,0
E022,The National Institute of Engineering (Aided),"Mananthavadi Rd,Mysore",EC,9707,0,0,9757,0,13343,10230,18859,138048,8440,0,0,6344,0,10657,5681,14358,8299,33414,0,51805,14168,0,0
E022,The National Institute of Engineering (Aided),"Mananthavadi Rd,Mysore",EE,26549,0,0,22924,0,24818,20321,0,0,15230,0,22243,14966,0,0,14566,29285,20066,50176,0,66559,30229,30881,0
E022,The National Institute of Engineering (Aided),"Mananthavadi Rd,Mysore",IP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152761,0,0,0,0,0,0,0,0
E022,The National Institute of Engineering (Aided),"Mananthavadi Rd,Mysore",ME,60357,0,90093,53753,66014,62103,46788,0,0,31457,0,0,50979,94846,0,28716,42358,49202,112512,153211,145060,42942,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
E023,PES College of Engineering (Aided),"PES Engineering College Rd, Mandya",AU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118427,0,0,0,0,0,0,0,0
E023,PES College of Engineering (Aided),"PES Engineering College Rd, Mandya",CE,91242,0,139992,120041,0,0,134263,0,0,72246,0,0,81675,0,97083,55226,64159,73357,109259,147195,0,94030,0,0
E023,PES College of Engineering (Aided),"PES Engineering College Rd, Mandya",EC,29259,0,43588,27148,70121,30180,35496,0,0,21412,0,0,21322,0,30544,19376,33133,21252,83430,0,94581,27851,0,0
E023,PES College of Engineering (Aided),"PES Engineering College Rd, Mandya",EE,71847,0,0,39458,0,63202,27708,0,0,30555,0,34082,28826,0,0,27345,0,28421,65689,0,74769,67978,0,0
E023,PES College of Engineering (Aided),"PES Engineering College Rd, Mandya",IP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144654,0,0,0,0,0,0,0,0
E023,PES College of Engineering (Aided),"PES Engineering College Rd, Mandya",ME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151763,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
E024,Malnad College of Engineering (Aided),"Rangoli Halla, Hassan",CE,48191,123005,0,45896,0,69996,82715,0,0,41577,0,51135,44407,0,81842,35573,48736,46374,71947,0,78161,112506,0,0
E024,Malnad College of Engineering (Aided),"Rangoli Halla, Hassan",EC,31739,0,0,29428,0,30312,48035,0,0,19045,0,0,19883,0,23392,18934,30534,21668,50037,0,60164,54425,0,0
E024,Malnad College of Engineering (Aided),"Rangoli Halla, Hassan",EE,43748,0,57537,40419,53781,49352,74357,0,0,29213,0,0,36726,0,38214,28624,42517,33508,76326,56300,103954,40312,0,0
E024,Malnad College of Engineering (Aided),"Rangoli Halla, Hassan",ME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150438,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
E028,Tontadarya College of Engineering,"Kalyan Nagar, Gadag",CE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149400,0,0,0,0,0,0,0,0
E028,Tontadarya College of Engineering,"Kalyan Nagar, Gadag",CS,94504,0,0,98345,0,0,83367,0,0,0,0,0,82685,0,0,79665,97250,123934,112393,0,0,0,0,0
E028,Tontadarya College of Engineering,"Kalyan Nagar, Gadag",EC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134587,0,0,0,0,0,0,0,0
E028,Tontadarya College of Engineering,"Kalyan Nagar, Gadag",EE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134153,0,0,0,0,0,0,0,0
E028,Tontadarya College of Engineering,"Kalyan Nagar, Gadag",ME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
E029,Maratha Mandal Engineering College,"Halbhavi Camp, Belgaum",CS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133883,0,0,141170,0,0,0,0,0
E029,Maratha Mandal Engineering College,"Halbhavi Camp, Belgaum",EC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118691,0,0,0,0,0,0,0,0
E029,Maratha Mandal Engineering College,"Halbhavi Camp, Belgaum",ME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123802,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
E030,KLE Technological University(Formerly BVBCET),"Vidya Nagar, Hubli",CE,38357,0,0,30625,0,35756,60783,0,0,29716,0,0,28344,0,0,23356,24579,32590,40280,0,46579,55896,0,73547
E030,KLE Technological University(Formerly BVBCET),"Vidya Nagar, Hubli",EC,8930,0,0,9158,0,12738,14452,0,27910,9247,0,15566,7679,0,0,6019,10733,11889,31943,0,34872,12746,30487,0
E030,KLE Technological University(Formerly BVBCET),"Vidya Nagar, Hubli",EE,19362,0,0,18843,37250,25613,16489,0,54015,15302,0,18129,16406,0,0,14051,14791,17831,36801,0,38811,37885,0,0
E030,KLE Technological University(Formerly BVBCET),"Vidya Nagar, Hubli",ME,78222,0,0,32466,0,51908,26181,0,0,29027,0,0,25838,0,92570,23008,23668,34724,113113,116500,0,78315,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
E031,Basaveshwara Engineering College,"Vidayagiri, Bagalkot",CE,65819,0,0,58249,0,64773,75634,0,0,54844,0,0,52636,61255,85494,44951,47276,55067,96746,0,136826,59726,0,0
E031,Basaveshwara Engineering College,"Vidayagiri, Bagalkot",CS,22056,0,34729,24329,0,24592,31676,38592,0,25568,0,0,20640,0,23332,18572,21575,22162,59296,0,77006,34805,0,0
E031,Basaveshwara Engineering College,"Vidayagiri, Bagalkot",EC,32665,0,0,28085,31356,32144,29440,0,0,32641,0,37294,25903,0,0,24615,25159,28336,75697,93549,90765,52773,0,0
E031,Basaveshwara Engineering College,"Vidayagiri, Bagalkot",EE,73477,0,0,43062,43328,58290,62367,0,0,37867,0,0,43642,0,0,35691,39257,43622,83499,47460,101951,37334,0,0
E031,Basaveshwara Engineering College,"Vidayagiri, Bagalkot",IP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145344,0,0,0,0,0,0,0,0
E031,Basaveshwara Engineering College,"Vidayagiri, Bagalkot",ME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153280,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
E032,RTE Socity`s Rural Engineering College,"Hulkoti, Gadag",AU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E032,RTE Socity`s Rural Engineering College,"Hulkoti, Gadag",CE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E032,RTE Socity`s Rural Engineering College,"Hulkoti, Gadag",CS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152132,0,0,0,0,0,0,0,0
E032,RTE Socity`s Rural Engineering College,"Hulkoti, Gadag",EC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119819,0,0,0,0,0,0,0,0
E032,RTE Socity`s Rural Engineering College,"Hulkoti, Gadag",ME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E032,RTE Socity`s Rural Engineering College,"Hulkoti, Gadag",TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149273,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
E033,Sri Taralabalu Jagadguru Institute of Technology,"P.B. Road, Ranebennur, Haveri",CE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145600,0,0,0,0,0,0,0,0
E033,Sri Taralabalu Jagadguru Institute of Technology,"P.B. Road, Ranebennur, Haveri",CS,0,0,0,0,0,0,0,0,0,0,0,0,130238,0,0,129578,0,0,149543,0,0,0,0,0
E033,Sri Taralabalu Jagadguru Institute of Technology,"P.B. Road, Ranebennur, Haveri",EC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151644,0,0,0,0,0,0,0,0
E033,Sri Taralabalu Jagadguru Institute of Technology,"P.B. Road, Ranebennur, Haveri",EE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149129,0,0,0,0,0,0,0,0
E033,Sri Taralabalu Jagadguru Institute of Technology,"P.B. Road, Ranebennur, Haveri",IE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142728,0,0,0,0,0,0,0,0
E033,Sri Taralabalu Jagadguru Institute of Technology,"P.B. Road, Ranebennur, Haveri",ME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
E034,Sri Dharmasthala Manjunatheswara College of Engineering,"Dhavalagiri, Dharwad",CE,69832,0,0,72105,0,0,88165,0,0,72916,0,86247,59056,63623,0,49894,51948,62769,91103,0,94306,66192,0,0
E034,Sri Dharmasthala Manjunatheswara College of Engineering,"Dhavalagiri, Dharwad",CH,0,0,0,93579,0,0,0,0,0,0,0,0,0,0,0,90482,0,0,0,0,0,0,0,0
E034,Sri Dharmasthala Manjunatheswara College of Engineering,"Dhavalagiri, Dharwad",CS,15273,0,22685,14657,20717,21069,23675,0,0,12627,0,0,13564,0,0,11533,19332,20194,52453,0,58647,26151,0,0
E034,Sri Dharmasthala Manjunatheswara College of Engineering,"Dhavalagiri, Dharwad",EC,31207,0,0,23077,0,32329,24446,0,0,19419,0,0,18571,0,24568,17079,21006,23424,88871,101406,0,31751,0,0
E034,Sri Dharmasthala Manjunatheswara College of Engineering,"Dhavalagiri, Dharwad",EE,36581,0,0,32359,43909,44535,29940,0,0,29715,0,0,32134,0,0,26581,0,30747,56295,0,97413,0,0,0
E034,Sri Dharmasthala Manjunatheswara College of Engineering,"Dhavalagiri, Dharwad",IE,26558,0,0,21953,0,0,17408,0,0,21142,0,0,0,0,0,14787,20666,21688,68915,0,0,0,0,61477
E034,Sri Dharmasthala Manjunatheswara College of Engineering,"Dhavalagiri, Dharwad",ME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152822,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
E035,Anjuman Engineering College,"Anjumanabad, Bhatkal, Uttara Kannada",CE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E035,Anjuman Engineering College,"Anjumanabad, Bhatkal, Uttara Kannada",CS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148357,0,0,0,0,0,0,0,0
E035,Anjuman Engineering College,"Anjumanabad, Bhatkal, Uttara Kannada",EC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E035,Anjuman Engineering College,"Anjumanabad, Bhatkal, Uttara Kannada",EE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E035,Anjuman Engineering College,"Anjumanabad, Bhatkal, Uttara Kannada",ME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
E036,KLE Dr. M S Sheshagiri College of Engineering and Technology,"Udyambag, Belgaum",BM,138626,0,0,97789,0,0,0,0,0,0,0,0,64315,0,0,61977,0,86089,115928,0,0,0,0,0
E036,KLE Dr. M S Sheshagiri College of Engineering and Technology,"Udyambag, Belgaum",CE,82861,0,0,134851,0,0,0,0,0,133540,0,150822,89669,94267,0,78431,87192,124184,129624,0,135052,89265,0,0
E036,KLE Dr. M S Sheshagiri College of Engineering and Technology,"Udyambag, Belgaum",CH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149514,0,0,0,0,0,0,0,0
E036,KLE Dr. M S Sheshagiri College of Engineering and Technology,"Udyambag, Belgaum",CS,23018,0,0,26782,0,38799,32270,0,70591,24119,0,0,22109,0,0,19837,20500,24469,59579,80497,124174,35073,0,0
E036,KLE Dr. M S Sheshagiri College of Engineering and Technology,"Udyambag, Belgaum",EC,52998,0,56468,31600,37859,78758,33341,0,0,49655,0,0,26670,0,30458,26666,27119,28382,92365,0,99557,39673,0,0
E036,KLE Dr. M S Sheshagiri College of Engineering and Technology,"Udyambag, Belgaum",EE,115126,0,0,136874,0,0,96664,0,0,0,0,0,75688,0,0,61137,62890,113432,119002,0,131885,123876,0,0
E036,KLE Dr. M S Sheshagiri College of Engineering and Technology,"Udyambag, Belgaum",ME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149088,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
E037,KLS Gogte Institute of Technology,"Udyambag, Belgaum",AE,40779,0,0,47336,0,66852,34545,0,0,66172,0,0,24894,0,0,23430,41415,42366,84444,0,119017,0,0,0
E037,KLS Gogte Institute of Technology,"Udyambag, Belgaum",CE,59858,0,0,88459,0,0,71854,0,0,98694,0,0,57417,0,0,46094,46919,80523,98782,0,100495,80634,0,0
E037,KLS Gogte Institute of Technology,"Udyambag, Belgaum",CS,17487,0,0,13368,19516,22764,15816,0,33648,14189,0,16414,13060,0,0,11300,13409,15122,53362,65619,67519,35751,0,0
E037,KLS Gogte Institute of Technology,"Udyambag, Belgaum",EC,24266,28328,26412,26584,0,35165,51333,0,0,22070,0,0,19814,0,22359,18191,19005,22139,65166,0,89955,45254,0,0
E037,KLS Gogte Institute of Technology,"Udyambag, Belgaum",EE,33540,0,0,42099,0,0,56175,0,0,35035,0,0,32807,33348,0,32421,0,47152,99981,0,0,48345,0,0
E037,KLS Gogte Institute of Technology,"Udyambag, Belgaum",IE,19459,0,0,16849,0,24804,20139,0,0,18244,0,0,16557,0,0,15749,17954,23819,65647,0,86740,75331,0,0
E037,KLS Gogte Institute of Technology,"Udyambag, Belgaum",ME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152680,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
E038,BLDE As V.P. Dr. P. G. Hallakatti College of Engg. and Tech,"Adarsh Nagar, Bijapur",AI,0,0,0,0,0,0,0,0,0,0,0,0,87748,0,0,79436,0,0,0,0,0,0,0,0
E038,BLDE As V.P. Dr. P. G. Hallakatti College of Engg. and Tech,"Adarsh Nagar, Bijapur",AU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E038,BLDE As V.P. Dr. P. G. Hallakatti College of Engg. and Tech,"Adarsh Nagar, Bijapur",CE,138579,0,0,133164,0,0,132534,0,0,0,0,0,88235,0,0,75389,76276,93921,138158,0,0,126750,0,0
E038,BLDE As V.P. Dr. P. G. Hallakatti College of Engg. and Tech,"Adarsh Nagar, Bijapur",CS,62602,84091,0,58378,0,74361,51200,0,50152,49942,0,0,40643,0,0,36625,38985,48612,108628,0,109966,37439,0,0
E038,BLDE As V.P. Dr. P. G. Hallakatti College of Engg. and Tech,"Adarsh Nagar, Bijapur",EC,68301,0,0,81787,0,0,89492,0,0,64953,0,0,74029,116660,76818,54468,58803,69187,113775,0,128931,82782,0,0
E038,BLDE As V.P. Dr. P. G. Hallakatti College of Engg. and Tech,"Adarsh Nagar, Bijapur",EE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152529,0,0,0,0,0,0,0,0
E038,BLDE As V.P. Dr. P. G. Hallakatti College of Engg. and Tech,"Adarsh Nagar, Bijapur",IE,117894,0,0,79252,0,0,85163,0,0,83696,0,0,70847,0,0,59826,64154,91683,136599,0,0,0,0,0
E038,BLDE As V.P. Dr. P. G. Hallakatti College of Engg. and Tech,"Adarsh Nagar, Bijapur",IT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E038,BLDE As V.P. Dr. P. G. Hallakatti College of Engg. and Tech,"Adarsh Nagar, Bijapur",ME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148178,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
E040,Hira Sugar Institute of Technology,"Nidasoshi, Belgaum",CE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146936,0,0,0,0,0,0,0,0
E040,Hira Sugar Institute of Technology,"Nidasoshi, Belgaum",CS,96692,0,0,129942,137978,0,144587,0,0,149860,0,0,65288,0,0,58864,65296,67856,115353,0,0,0,0,0
E040,Hira Sugar Institute of Technology,"Nidasoshi, Belgaum",EC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133131,0,0,0,0,0,0,0,0
E040,Hira Sugar Institute of Technology,"Nidasoshi, Belgaum",EE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150855,0,0,0,0,0,0,0,0
E040,Hira Sugar Institute of Technology,"Nidasoshi, Belgaum",ME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
E041,PDA College of Engineering (Aided),"Shambhognlli, Gulbarga",CE,70022,0,0,73732,0,110906,53775,0,0,88522,0,0,43317,0,0,33647,36314,51344,49829,0,59281,0,0,0
E041,PDA College of Engineering (Aided),"Shambhognlli, Gulbarga",EC,49083,0,0,40468,0,0,37262,0,0,0,0,0,36733,0,53680,28220,36145,44997,48611,0,0,0,0,0
E041,PDA College of Engineering (Aided),"Shambhognlli, Gulbarga",EE,0,0,0,39582,0,89262,44318,0,0,81530,0,0,0,0,0,27607,0,42429,39568,0,96762,0,0,0
E041,PDA College of Engineering (Aided),"Shambhognlli, Gulbarga",EI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148769,0,0,0,0,0,0,0,0
E041,PDA College of Engineering (Aided),"Shambhognlli, Gulbarga",IP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E041,PDA College of Engineering (Aided),"Shambhognlli, Gulbarga",ME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151109,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
E042,Khaja Banda Nawaz University,"KBN University Street, Khaja Colony, Gulbarga",AE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147386,0,0,0,0,0,0,0,0
E042,Khaja Banda Nawaz University,"KBN University Street, Khaja Colony, Gulbarga",CE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152754,0,0,0,0,0,0,0,0
E042,Khaja Banda Nawaz University,"KBN University Street, Khaja Colony, Gulbarga",CS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151650,0,0,0,0,0,0,0,0
E042,Khaja Banda Nawaz University,"KBN University Street, Khaja Colony, Gulbarga",EC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108531,0,0,0,0,0,0,0,0
E042,Khaja Banda Nawaz University,"KBN University Street, Khaja Colony, Gulbarga",ME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152165,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
E043,Gurunanak Dev Engineering College,"Mailoor, Bidar",CE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147745,0,0,0,0,0,0,0,0
E043,Gurunanak Dev Engineering College,"Mailoor, Bidar",CS,0,0,0,104021,0,0,54830,0,0,73187,0,0,0,0,0,39104,0,47433,51983,0,106761,73740,0,0
E043,Gurunanak Dev Engineering College,"Mailoor, Bidar",EC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139503,0,0,0,0,0,0,0,0
E043,Gurunanak Dev Engineering College,"Mailoor, Bidar",EE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135232,0,0,0,0,0,0,0,0
E043,Gurunanak Dev Engineering College,"Mailoor, Bidar",IE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152968,0,0,0,0,0,0,0,0
E043,Gurunanak Dev Engineering College,"Mailoor, Bidar",ME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92855,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
E044,Bheemanna Khandre Institute of Technology,"Bhalki, Bidar",AI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147419,0,0,0,0,0,0,0,0
E044,Bheemanna Khandre Institute of Technology,"Bhalki, Bidar",CE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152561,0,0,0,0,0,0,0,0
E044,Bheemanna Khandre Institute of Technology,"Bhalki, Bidar",CH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98006,0,0,0,0,0,0,0,0
E044,Bheemanna Khandre Institute of Technology,"Bhalki, Bidar",CS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151547,0,0,0,0,0,0,0,0
E044,Bheemanna Khandre Institute of Technology,"Bhalki, Bidar",EC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144829,0,0,0,0,0,0,0,0
E044,Bheemanna Khandre Institute of Technology,"Bhalki, Bidar",ME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
E045,Rao Bahadur Y.Mahabaleswarappa Engineering College,"Cantonment Bellary,Bellary",CE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146001,0,0,0,0,0,0,0,0
E045,Rao Bahadur Y.Mahabaleswarappa Engineering College,"Cantonment Bellary,Bellary",CS,81722,0,0,85826,0,0,64536,0,0,62455,0,0,74313,0,0,55754,0,128162,150821,0,0,80678,0,0
E045,Rao Bahadur Y.Mahabaleswarappa Engineering College,"Cantonment Bellary,Bellary",EC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149600,0,0,0,0,0,0,0,0
E045,Rao Bahadur Y.Mahabaleswarappa Engineering College,"Cantonment Bellary,Bellary",EE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148778,0,0,0,0,0,0,0,0
E045,Rao Bahadur Y.Mahabaleswarappa Engineering College,"Cantonment Bellary,Bellary",IE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149540,0,0,0,0,0,0,0,0
E045,Rao Bahadur Y.Mahabaleswarappa Engineering College,"Cantonment Bellary,Bellary",IP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E045,Rao Bahadur Y.Mahabaleswarappa Engineering College,"Cantonment Bellary,Bellary",ME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114653,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
E046,HKEs S L N College of Engineering,"Yeramarus Camp, Raichur",CE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145159,0,0,0,0,0,0,0,0
E046,HKEs S L N College of Engineering,"Yeramarus Camp, Raichur",CS,0,0,0,138431,0,0,103071,0,0,0,0,0,0,0,0,70125,0,101483,146347,0,0,0,0,0
E046,HKEs S L N College of Engineering,"Yeramarus Camp, Raichur",EC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96254,0,0,0,0,0,0,0,0
E046,HKEs S L N College of Engineering,"Yeramarus Camp, Raichur",ME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
E047,Malnad College of Engineering,"Rangoli Halla, Hassan",AU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131466,0,0,0,0,0,0,0,0
E047,Malnad College of Engineering,"Rangoli Halla, Hassan",CE,0,0,0,111273,0,0,76548,0,0,66960,0,123407,82136,0,0,64250,72459,95187,134147,0,0,144767,0,0
E047,Malnad College of Engineering,"Rangoli Halla, Hassan",CS,19941,0,40134,21208,29380,31621,23031,0,42569,19001,0,0,19498,0,20216,14668,24186,19148,63377,76633,77558,57143,0,0
E047,Malnad College of Engineering,"Rangoli Halla, Hassan",EC,36467,0,0,34517,148219,0,32822,0,0,23803,0,0,22273,0,0,21531,0,27535,72698,0,0,0,0,79393
