CETCode,College,Location,Branch,1G,1K,1R,2AG,2AK,2AR,2BG,2BK,2BR,3AG,3AK,3AR,3BG,3BK,3BR,GM,GMK,GMR,SCG,SCK,SCR,STG,STK,STR
E048,BMS College of Engineering,"Basavanagudi,Bengaluru",ME,65387,0,0,45799,0,0,30110,0,0,19892,0,0,30416,0,0,15192,40497,40863,77509,102046,84572,29725,0,91620
E048,BMS College of Engineering,"Basavanagudi,Bengaluru",SE,11875,0,0,10555,0,22378,23974,0,0,10033,0,0,8558,0,0,8217,32530,14863,35212,0,0,47943,0,0
E048,BMS College of Engineering,"Basavanagudi,Bengaluru",TC,0,0,0,17651,0,21446,49640,0,0,13583,0,0,8232,85358,0,7173,0,15562,85020,0,0,139765,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
E049,Basaveshwara Engineering College,Bagalkot,AI,0,0,0,67091,0,0,87119,0,0,65703,0,0,55179,0,0,51735,0,86939,59752,0,0,0,0,0
E049,Basaveshwara Engineering College,Bagalkot,AU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67588,0,0,0,0,0,0,0,0
E049,Basaveshwara Engineering College,Bagalkot,BT,85970,0,0,100970,0,0,76880,0,0,67119,0,0,53814,0,0,49538,0,62957,96476,0,0,0,0,0
E049,Basaveshwara Engineering College,Bagalkot,CE,0,0,0,60699,0,0,79850,0,0,0,0,0,0,0,0,57486,0,69736,97195,0,0,0,0,0
E049,Basaveshwara Engineering College,Bagalkot,CS,0,0,0,27716,0,0,0,0,0,0,0,0,24019,0,0,23673,0,31527,65899,0,0,0,0,39031
E049,Basaveshwara Engineering College,Bagalkot,EC,52311,0,0,34958,0,36846,79848,0,0,36414,0,0,0,0,0,32227,32457,36159,84633,0,129228,133256,0,0
E049,Basaveshwara Engineering College,Bagalkot,EI,0,0,0,90544,0,0,0,0,0,0,0,0,0,0,0,80611,137595,90027,0,0,0,0,0,0
E049,Basaveshwara Engineering College,Bagalkot,IE,77871,0,0,37748,0,61760,75277,0,0,38248,0,0,43315,0,0,36164,36567,37934,122929,0,0,101907,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
E053,NMAM Institutute of Technology,"Nitte, Karkala, Udupi",AI,13988,0,0,21864,0,35671,17437,0,0,17889,0,0,9453,0,0,9399,24690,14453,118400,0,0,0,0,0
E053,NMAM Institutute of Technology,"Nitte, Karkala, Udupi",BT,0,0,0,92753,0,0,0,0,0,81446,0,0,51316,0,0,35237,0,61836,138814,0,0,86932,0,0
E053,NMAM Institutute of Technology,"Nitte, Karkala, Udupi",CC,0,0,0,17534,0,30115,34502,0,0,17378,0,0,16272,0,0,12209,32621,14759,124586,0,0,65850,0,0
E053,NMAM Institutute of Technology,"Nitte, Karkala, Udupi",CE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153250,0,0,0,0,0,0,0,0
E053,NMAM Institutute of Technology,"Nitte, Karkala, Udupi",CS,6554,0,0,9126,0,10667,11657,0,15703,13375,0,0,5933,12951,11117,4443,8163,6316,80532,98315,109715,29759,0,0
E053,NMAM Institutute of Technology,"Nitte, Karkala, Udupi",EC,23061,0,27889,25842,87699,36511,78302,0,0,23601,0,46821,21466,0,0,16674,34524,21146,141107,0,0,45818,0,0
E053,NMAM Institutute of Technology,"Nitte, Karkala, Udupi",EE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140785,0,0,0,0,0,0,0,0
E053,NMAM Institutute of Technology,"Nitte, Karkala, Udupi",IE,11583,0,13096,14467,20363,20428,22953,0,0,15382,0,0,13567,0,14814,8638,13539,11443,119126,0,0,33521,0,0
E053,NMAM Institutute of Technology,"Nitte, Karkala, Udupi",ME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143908,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
E054,KVG College of Engineering,"Sullia, Dakshina Kannada",CE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E054,KVG College of Engineering,"Sullia, Dakshina Kannada",CS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144881,0,0,0,0,0,0,0,0
E054,KVG College of Engineering,"Sullia, Dakshina Kannada",EC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E054,KVG College of Engineering,"Sullia, Dakshina Kannada",ME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
E055,PA College of Engineering,"Bantwal, Dakshina Kannada",BT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149425,0,0,0,0,0,0,0,0
E055,PA College of Engineering,"Bantwal, Dakshina Kannada",CE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E055,PA College of Engineering,"Bantwal, Dakshina Kannada",CS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143312,0,0,0,0,0,0,0,0
E055,PA College of Engineering,"Bantwal, Dakshina Kannada",EC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145830,0,0,0,0,0,0,0,0
E055,PA College of Engineering,"Bantwal, Dakshina Kannada",EE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E055,PA College of Engineering,"Bantwal, Dakshina Kannada",ME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
E056,The National Institute of Engineering,"Manandavadi Road, Mysore",CS,5015,0,0,6161,0,10216,5442,0,0,4141,9798,0,3296,0,0,3160,7558,6992,23537,0,41381,11180,0,11696
E056,The National Institute of Engineering,"Manandavadi Road, Mysore",EC,10729,37767,0,10096,0,18431,15481,0,0,9392,0,0,6900,0,0,6605,0,12406,31517,0,0,0,0,35753
E056,The National Institute of Engineering,"Manandavadi Road, Mysore",EE,36791,0,0,32821,0,35428,29199,0,0,21224,0,0,18826,0,0,18711,0,21193,51678,67666,82426,0,0,0
E056,The National Institute of Engineering,"Manandavadi Road, Mysore",IE,8013,0,24280,7480,0,7728,6435,0,0,5863,0,0,4919,0,11666,4508,8326,7671,38486,79763,51210,14542,0,0
E056,The National Institute of Engineering,"Manandavadi Road, Mysore",ME,47284,0,0,62502,0,110958,52900,0,0,37724,0,0,54475,0,0,34683,53482,56297,131388,0,0,65885,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
E057,JSS Science and Technology University(Formerly SJCE),"University Of Mysore Campus, Mysore",BT,45711,0,0,48489,71937,0,17799,0,0,25524,0,0,21358,0,0,20350,0,29401,80323,0,0,0,0,0
E057,JSS Science and Technology University(Formerly SJCE),"University Of Mysore Campus, Mysore",CB,0,0,0,9267,0,0,9110,0,0,6459,0,0,9838,0,0,3649,33870,9434,52743,0,0,0,0,56191
E057,JSS Science and Technology University(Formerly SJCE),"University Of Mysore Campus, Mysore",CE,38911,76130,0,46576,0,138706,40054,0,0,35045,0,0,50097,0,0,34810,0,39321,55331,0,75309,0,0,0
E057,JSS Science and Technology University(Formerly SJCE),"University Of Mysore Campus, Mysore",CS,6315,0,0,4925,0,7161,5653,0,14047,3197,0,0,3166,0,0,2024,6576,5137,26385,0,49192,9842,17140,0
E057,JSS Science and Technology University(Formerly SJCE),"University Of Mysore Campus, Mysore",CT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150501,0,0,0,0,0,0,0,0
E057,JSS Science and Technology University(Formerly SJCE),"University Of Mysore Campus, Mysore",EC,0,0,0,6563,0,0,12063,0,0,7554,0,0,4654,0,0,4319,0,9429,33778,50594,0,0,0,40129
E057,JSS Science and Technology University(Formerly SJCE),"University Of Mysore Campus, Mysore",IE,0,0,0,5912,0,0,7467,0,0,3680,0,0,0,0,0,2808,0,5671,32022,0,0,0,0,26614
E057,JSS Science and Technology University(Formerly SJCE),"University Of Mysore Campus, Mysore",ME,0,0,0,89347,0,0,54331,0,0,51511,0,0,58588,0,0,41282,47750,60194,102737,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
E058,PES College of Engineering,"P.E.S. Engineering College Road, Mandya",AU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150264,0,0,0,0,0,0,0,0
E058,PES College of Engineering,"P.E.S. Engineering College Road, Mandya",CE,0,0,0,150712,0,0,0,0,0,79525,0,0,86296,0,0,79230,0,95955,103202,0,0,116976,0,0
E058,PES College of Engineering,"P.E.S. Engineering College Road, Mandya",CS,17735,0,0,28005,0,33167,24541,0,84354,18586,0,19619,24070,0,0,16706,19577,19308,65887,0,72706,19012,0,0
E058,PES College of Engineering,"P.E.S. Engineering College Road, Mandya",EC,55777,0,0,42808,0,49316,50206,0,0,25256,0,34638,38549,0,0,25081,51588,28523,99103,0,116321,33668,0,0
E058,PES College of Engineering,"P.E.S. Engineering College Road, Mandya",EE,0,0,0,59886,0,0,0,0,0,0,0,0,54308,0,0,35174,0,44828,60018,0,0,43281,0,0
E058,PES College of Engineering,"P.E.S. Engineering College Road, Mandya",IE,0,0,0,33864,0,51954,24353,0,0,24002,0,0,24509,0,0,23378,30686,26562,99102,0,0,35268,0,0
E058,PES College of Engineering,"P.E.S. Engineering College Road, Mandya",ME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134561,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
E059,PDA College of Engineering,"Shambhognlli, Gulbarga",AU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E059,PDA College of Engineering,"Shambhognlli, Gulbarga",CE,122091,0,0,144236,0,0,133121,0,0,0,0,0,108126,0,0,96883,0,0,143746,0,0,0,0,0
E059,PDA College of Engineering,"Shambhognlli, Gulbarga",CR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E059,PDA College of Engineering,"Shambhognlli, Gulbarga",CS,19360,0,0,24018,0,67305,0,0,0,0,0,0,29134,43356,0,16673,0,26875,35965,0,0,0,0,45689
E059,PDA College of Engineering,"Shambhognlli, Gulbarga",EC,0,0,0,58452,102784,0,0,0,0,96119,0,0,0,0,0,43755,0,55946,64330,0,0,0,0,0
E059,PDA College of Engineering,"Shambhognlli, Gulbarga",EE,0,0,0,0,0,0,67010,0,0,0,0,0,0,0,0,38559,0,0,0,0,0,71424,0,0
E059,PDA College of Engineering,"Shambhognlli, Gulbarga",IE,0,0,0,54217,0,0,39209,0,0,0,0,0,0,0,0,35499,0,0,79009,0,0,75824,0,0
E059,PDA College of Engineering,"Shambhognlli, Gulbarga",IP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149056,0,0,0,0,0,0,0,0
E059,PDA College of Engineering,"Shambhognlli, Gulbarga",ME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142897,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
E060,Dr. Ambedkar Institute Of Technology,"Jnanabharathi Campus, Bengaluru",AE,54309,0,0,51216,0,0,38653,0,0,53112,66861,0,42738,0,0,35596,0,65317,112261,0,0,62585,0,0
E060,Dr. Ambedkar Institute Of Technology,"Jnanabharathi Campus, Bengaluru",CE,0,0,0,104502,0,0,0,0,0,110390,0,0,0,0,0,59490,114548,66209,87211,0,0,143622,0,0
E060,Dr. Ambedkar Institute Of Technology,"Jnanabharathi Campus, Bengaluru",CS,19673,0,0,20590,0,21781,32128,0,0,14974,0,21755,15678,0,0,13652,22127,20899,40177,0,64548,20299,0,0
E060,Dr. Ambedkar Institute Of Technology,"Jnanabharathi Campus, Bengaluru",EC,36830,47976,0,27608,0,30497,45229,0,0,23299,0,0,23353,0,0,22725,0,26073,50741,0,72323,0,0,0
E060,Dr. Ambedkar Institute Of Technology,"Jnanabharathi Campus, Bengaluru",IE,21550,0,0,24252,30843,29411,32442,0,0,20277,0,0,18576,0,0,17208,0,21077,45174,0,116765,0,0,0
E060,Dr. Ambedkar Institute Of Technology,"Jnanabharathi Campus, Bengaluru",MD,0,0,0,118574,0,0,0,0,0,0,0,0,0,0,0,96808,0,0,149943,0,0,0,0,0
E060,Dr. Ambedkar Institute Of Technology,"Jnanabharathi Campus, Bengaluru",ME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119584,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
E061,University B.D.T. college of Engineering,Davangere,CE,55063,0,0,57028,0,58196,69909,0,0,54241,79172,0,50151,0,0,43697,55428,48232,53534,0,67381,51347,0,82018
E061,University B.D.T. college of Engineering,Davangere,CS,27085,0,0,27387,0,35249,27427,57040,0,22352,0,0,24009,0,0,22018,24957,24642,43825,0,68847,32577,0,33144
E061,University B.D.T. college of Engineering,Davangere,EC,40077,0,0,35611,42983,40194,41061,0,0,35628,0,0,33461,0,35450,28782,29746,33996,49336,51690,59852,40916,0,0
E061,University B.D.T. college of Engineering,Davangere,EE,45340,75375,0,52506,0,58510,57317,0,101916,43214,0,54023,38282,0,0,34043,36055,38408,51253,0,77356,38989,0,0
E061,University B.D.T. college of Engineering,Davangere,EI,118724,0,0,124897,0,141357,75601,0,0,122682,0,0,79458,80282,0,65922,80169,85380,138758,147934,146334,92210,0,0
E061,University B.D.T. college of Engineering,Davangere,IP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149178,0,0,0,0,0,0,0,0
E061,University B.D.T. college of Engineering,Davangere,ME,88660,0,135084,133835,0,0,0,0,0,144648,0,0,90987,0,122160,78282,81507,101206,120371,122520,0,90445,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
E062,Bapuji Institute of Engineering and Technology,"BIET, Davanagere",BT,0,0,0,59104,0,0,65587,0,0,84648,0,0,0,0,0,57086,121505,0,72925,0,0,93837,0,0
E062,Bapuji Institute of Engineering and Technology,"BIET, Davanagere",CE,108385,0,0,130596,0,0,147102,0,0,112868,0,0,63857,0,0,59032,89540,94275,97147,0,109874,68698,0,0
E062,Bapuji Institute of Engineering and Technology,"BIET, Davanagere",CH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150049,0,0,0,0,0,0,0,0
E062,Bapuji Institute of Engineering and Technology,"BIET, Davanagere",CS,25165,0,0,26012,0,29099,16509,0,68405,28159,0,0,16965,28267,20024,15921,20332,23919,53664,0,66086,24985,0,0
E062,Bapuji Institute of Engineering and Technology,"BIET, Davanagere",EC,46503,0,0,39650,68557,59567,56144,0,0,40957,0,0,36541,0,0,30708,30804,48576,82652,0,150572,57527,0,0
E062,Bapuji Institute of Engineering and Technology,"BIET, Davanagere",EE,73761,0,0,75273,0,93588,96057,0,0,59018,0,0,56472,0,0,53034,69218,65212,87771,0,115921,0,0,0
E062,Bapuji Institute of Engineering and Technology,"BIET, Davanagere",EI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144941,0,0,0,0,0,0,0,0
E062,Bapuji Institute of Engineering and Technology,"BIET, Davanagere",IE,41978,0,42728,49884,0,65472,49373,0,0,45593,0,0,32766,0,33964,30377,71415,32730,130947,0,0,39353,0,0
E062,Bapuji Institute of Engineering and Technology,"BIET, Davanagere",ME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145974,0,0,0,0,0,0,0,0
E062,Bapuji Institute of Engineering and Technology,"BIET, Davanagere",TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135687,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
E063,SJM Institute of Technology,"Hanumantha Nagara, Chitradurga",CE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144946,0,0,0,0,0,0,0,0
E063,SJM Institute of Technology,"Hanumantha Nagara, Chitradurga",CS,111226,0,0,151104,0,0,118441,0,0,136105,0,0,127063,0,0,110968,0,146447,153384,0,0,136687,0,0
E063,SJM Institute of Technology,"Hanumantha Nagara, Chitradurga",EC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151202,0,0,0,0,0,0,0,0
E063,SJM Institute of Technology,"Hanumantha Nagara, Chitradurga",EE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147949,0,0,0,0,0,0,0,0
E063,SJM Institute of Technology,"Hanumantha Nagara, Chitradurga",ME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
E064,Adhichunchanagiri Institute of Technology,"Jyothi nagara, Chikkamagaluru",CE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149444,0,0,0,0,0,0,0,0
E064,Adhichunchanagiri Institute of Technology,"Jyothi nagara, Chikkamagaluru",CS,86060,102134,0,34889,0,36183,40165,0,0,33578,0,0,27953,0,34259,26424,47405,32553,91286,0,0,64220,0,0
E064,Adhichunchanagiri Institute of Technology,"Jyothi nagara, Chikkamagaluru",EC,0,0,0,79276,0,85323,77338,0,0,47374,0,0,62527,117998,0,47266,50504,62393,130645,0,0,98993,0,0
E064,Adhichunchanagiri Institute of Technology,"Jyothi nagara, Chikkamagaluru",EE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133126,0,0,0,0,0,0,0,0
E064,Adhichunchanagiri Institute of Technology,"Jyothi nagara, Chikkamagaluru",IE,0,0,0,56057,107807,0,95501,0,0,37315,0,0,38026,0,0,36648,67521,36832,145411,0,0,0,0,0
E064,Adhichunchanagiri Institute of Technology,"Jyothi nagara, Chikkamagaluru",ME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48458,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
E065,Jawaharlal Nehru National College of Engineering,"Navule, Shivamogga",CE,86454,0,0,145717,0,0,110363,0,0,108827,0,0,143601,0,0,79462,129364,146082,146766,0,0,93630,0,0
E065,Jawaharlal Nehru National College of Engineering,"Navule, Shivamogga",CS,25553,0,0,18737,0,40167,26601,0,0,16146,0,21499,16436,0,0,13130,24784,21370,90242,0,0,27690,0,0
E065,Jawaharlal Nehru National College of Engineering,"Navule, Shivamogga",EC,75791,0,0,37694,0,39793,40561,0,0,34845,0,0,34621,0,37493,28666,39057,32485,148053,0,0,64102,0,0
E065,Jawaharlal Nehru National College of Engineering,"Navule, Shivamogga",EE,79037,0,0,79318,0,0,104989,0,0,55003,0,0,65801,0,0,46968,77115,66097,90583,0,122978,82121,0,0
E065,Jawaharlal Nehru National College of Engineering,"Navule, Shivamogga",IE,50161,0,0,30266,0,50733,44461,0,81213,27951,0,0,26863,0,0,24021,25494,29268,133606,0,0,36814,0,0
E065,Jawaharlal Nehru National College of Engineering,"Navule, Shivamogga",ME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131996,0,0,0,0,0,0,0,0
E065,Jawaharlal Nehru National College of Engineering,"Navule, Shivamogga",TC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146413,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
E070,Bahubali College of Engineering,"Gommatanagar,Hassan",CE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E070,Bahubali College of Engineering,"Gommatanagar,Hassan",CS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105246,0,0,0,0,0,0,0,0
E070,Bahubali College of Engineering,"Gommatanagar,Hassan",EC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125692,0,0,0,0,0,0,0,0
E070,Bahubali College of Engineering,"Gommatanagar,Hassan",IE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E070,Bahubali College of Engineering,"Gommatanagar,Hassan",ME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
E071,Vidya Vardhaka College of Engineering,"Gokulam, Mysore",AI,19785,0,0,21251,0,0,36466,0,0,21570,0,0,18604,0,0,18388,150608,33798,77376,0,0,21005,0,0
E071,Vidya Vardhaka College of Engineering,"Gokulam, Mysore",CE,57874,0,0,91588,0,0,81692,0,0,50710,0,0,49110,0,0,48210,0,56479,59004,0,91888,0,0,0
E071,Vidya Vardhaka College of Engineering,"Gokulam, Mysore",CS,14307,85041,0,15199,0,24156,14703,0,35265,14556,0,18189,15857,0,0,10889,25432,16555,50193,0,71735,17975,0,18766
E071,Vidya Vardhaka College of Engineering,"Gokulam, Mysore",EC,31043,0,150651,29842,34534,55536,33248,0,0,20783,0,0,22503,0,28294,20279,30559,24365,73392,76168,0,29969,0,0
E071,Vidya Vardhaka College of Engineering,"Gokulam, Mysore",EE,55532,0,0,33425,0,43158,57871,0,0,29331,0,0,29884,0,0,29144,52431,39141,57369,0,61982,53489,0,0
E071,Vidya Vardhaka College of Engineering,"Gokulam, Mysore",IE,19336,0,0,19496,0,48300,15683,0,0,16177,0,28126,20079,84543,0,15328,49959,23914,81103,0,119315,35622,0,0
E071,Vidya Vardhaka College of Engineering,"Gokulam, Mysore",ME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152503,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
E075,Ballari Institute of Technology and Management,"Near Allipur, Bellary",AI,64672,0,0,125149,0,0,0,0,0,65229,0,0,0,0,0,42546,0,0,97748,0,0,83712,0,0
E075,Ballari Institute of Technology and Management,"Near Allipur, Bellary",CE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149611,0,0,0,0,0,0,0,0
E075,Ballari Institute of Technology and Management,"Near Allipur, Bellary",CS,130715,0,0,52119,0,0,56711,0,0,43414,0,0,48445,0,0,30880,0,48936,63067,0,138079,0,0,0
E075,Ballari Institute of Technology and Management,"Near Allipur, Bellary",EC,71866,0,0,81080,0,0,96737,0,0,125543,0,0,76235,0,0,56834,82214,108371,143468,0,0,0,0,0
E075,Ballari Institute of Technology and Management,"Near Allipur, Bellary",EE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145176,0,0,0,0,0,0,0,0
E075,Ballari Institute of Technology and Management,"Near Allipur, Bellary",ME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152044,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
E076,Proudadevaraya Institute of Technology,"Hosapete, Bellary",CE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139851,0,0,0,0,0,0,0,0
E076,Proudadevaraya Institute of Technology,"Hosapete, Bellary",CS,0,0,0,147349,0,0,0,0,0,0,0,0,0,0,0,103914,0,105353,0,0,0,0,0,0
E076,Proudadevaraya Institute of Technology,"Hosapete, Bellary",EC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149923,0,0,0,0,0,0,0,0
E076,Proudadevaraya Institute of Technology,"Hosapete, Bellary",EE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153127,0,0,0,0,0,0,0,0
E076,Proudadevaraya Institute of Technology,"Hosapete, Bellary",ME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99855,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
E077,Vidya Vikas Institute of Engineering and Technology,"Alanahally, Mysore",CE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152597,0,0,0,0,0,0,0,0
E077,Vidya Vikas Institute of Engineering and Technology,"Alanahally, Mysore",CS,55775,0,0,48123,0,82098,68252,0,0,37851,0,0,43079,0,0,36269,58172,52638,93901,0,95207,0,0,0
E077,Vidya Vikas Institute of Engineering and Technology,"Alanahally, Mysore",EC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151216,0,0,0,0,0,0,0,0
E077,Vidya Vikas Institute of Engineering and Technology,"Alanahally, Mysore",EE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151002,0,0,0,0,0,0,0,0
E077,Vidya Vikas Institute of Engineering and Technology,"Alanahally, Mysore",IE,107670,0,0,71284,0,132190,107447,0,0,56588,0,0,58000,0,0,56317,90215,79985,128632,0,0,0,0,95379
E077,Vidya Vikas Institute of Engineering and Technology,"Alanahally, Mysore",ME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
E078,The Oxford College of Engineering,"Hosur Road, Bengaluru",AU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E078,The Oxford College of Engineering,"Hosur Road, Bengaluru",BT,76490,0,0,75721,0,102785,148975,0,0,104322,0,0,56994,0,0,51733,0,63409,84870,0,0,0,0,0
E078,The Oxford College of Engineering,"Hosur Road, Bengaluru",CE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126048,0,0,0,0,0,0,0,0
E078,The Oxford College of Engineering,"Hosur Road, Bengaluru",CS,69635,0,112986,51522,0,63570,52069,0,0,33480,0,0,38128,0,54361,33037,38055,39139,111323,0,0,107882,0,0
E078,The Oxford College of Engineering,"Hosur Road, Bengaluru",EC,147649,0,0,93656,0,0,80711,0,0,79839,0,0,119863,0,0,71926,138032,132697,125809,0,0,143172,0,0
E078,The Oxford College of Engineering,"Hosur Road, Bengaluru",EE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142741,0,0,0,0,0,0,0,0
E078,The Oxford College of Engineering,"Hosur Road, Bengaluru",IE,69747,0,108471,65853,0,65913,54549,0,0,51289,0,0,54559,0,0,50536,0,60840,153222,0,0,70882,0,0
E078,The Oxford College of Engineering,"Hosur Road, Bengaluru",ME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E078,The Oxford College of Engineering,"Hosur Road, Bengaluru",MT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145226,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
E079,Acharya Institute of Technology,"Hessarghatta Road,Bengaluru",AE,55795,0,0,49869,0,0,0,0,0,41379,0,64526,28838,0,0,27352,33328,29333,110151,0,0,40271,0,0
E079,Acharya Institute of Technology,"Hessarghatta Road,Bengaluru",AI,75247,0,0,40026,0,0,71246,0,0,36676,0,0,40229,0,0,33747,44442,48377,148594,0,0,0,0,0
E079,Acharya Institute of Technology,"Hessarghatta Road,Bengaluru",AU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135973,0,0,0,0,0,0,0,0
E079,Acharya Institute of Technology,"Hessarghatta Road,Bengaluru",BT,104208,0,0,82133,0,0,47701,0,0,53452,0,0,50938,0,0,45937,0,83654,109788,0,110611,0,0,0
E079,Acharya Institute of Technology,"Hessarghatta Road,Bengaluru",CE,0,0,0,139223,0,0,0,0,0,89188,0,0,116697,0,0,83100,0,104497,146240,0,0,92720,0,0
E079,Acharya Institute of Technology,"Hessarghatta Road,Bengaluru",CS,20067,0,42369,28063,35119,31193,22717,0,87254,21001,0,0,18743,0,21622,18253,27449,21275,59767,118045,77787,45645,0,0
E079,Acharya Institute of Technology,"Hessarghatta Road,Bengaluru",EC,37068,0,0,47143,0,54416,64996,0,0,32648,0,0,32924,50780,55631,30778,35695,39553,138510,0,0,58729,0,0
E079,Acharya Institute of Technology,"Hessarghatta Road,Bengaluru",EE,0,0,0,89743,0,0,0,0,0,61447,0,0,69871,0,0,61422,62920,71696,135363,0,0,83462,0,0
E079,Acharya Institute of Technology,"Hessarghatta Road,Bengaluru",IE,28018,0,0,38536,0,38923,28141,0,0,27422,0,0,28180,0,37511,24169,38213,28341,101813,0,0,41605,0,0
